brother_kid_position,brother_kid_position_text,brother_kid_position_text_ab,brother_kid_position_text_F_ab,brother_kid_position_which,brother_kid_position_which_ab,brother_kid_gender,brother_kid_position_which_gender_ab,brother_kid_status,brother_kid_aliveage,brother_kid_yemendeceased,brother_kid_dieyear,brother_kid_diemonth,brother_kid_diedage,brother_kid_governorate,brother_kid_cod,PARENT_KEY,KEY
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,7,,,,,,,uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[3],uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[3]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,1,,,,,,,uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[3],uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[3]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,7,,,,,,,uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[4],uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[4]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,5,,,,,,,uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[4],uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[4]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,,,male,,alive,2,,,,,,,uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[5],uuid:f719c86e-3590-4721-b100-5f146d29e29b/survey/siblingsyour/brother/brotheryour_kid[5]/brotheryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,14,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,10,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,7,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,10,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,4,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2]/brotheryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,3,,,,,,,uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2],uuid:3d3c7d1e-b617-40fa-ba40-d8fd1dc3d081/survey/siblingsyour/brother/brotheryour_kid[2]/brotheryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,6,,,,,,,uuid:faab0fa5-71fb-49ad-977a-b693eb78c6bc/survey/siblingsyour/brother/brotheryour_kid[1],uuid:faab0fa5-71fb-49ad-977a-b693eb78c6bc/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,0,,,,,,,uuid:faab0fa5-71fb-49ad-977a-b693eb78c6bc/survey/siblingsyour/brother/brotheryour_kid[1],uuid:faab0fa5-71fb-49ad-977a-b693eb78c6bc/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,,,female,,alive,0,,,,,,,uuid:426decf5-4d42-4c90-b3b4-e90427a2baf2/survey/siblingsyour/brother/brotheryour_kid[1],uuid:426decf5-4d42-4c90-b3b4-e90427a2baf2/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,16,,,,,,,uuid:5f355532-147a-40fc-af36-12130ed1577a/survey/siblingsyour/brother/brotheryour_kid[1],uuid:5f355532-147a-40fc-af36-12130ed1577a/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,12,,,,,,,uuid:5f355532-147a-40fc-af36-12130ed1577a/survey/siblingsyour/brother/brotheryour_kid[1],uuid:5f355532-147a-40fc-af36-12130ed1577a/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,9,,,,,,,uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[1],uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,2,,,,,,,uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[1],uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,7,,,,,,,uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[2],uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[2]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,5,,,,,,,uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[2],uuid:5c3f639e-0d9d-4116-8574-b064ecc2adc7/survey/siblingsyour/brother/brotheryour_kid[2]/brotheryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,10,,,,,,,uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1],uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,deceased,,yes,2013,,0,sanaa_city,disease,uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1],uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,7,,,,,,,uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1],uuid:ba5e4f40-40b5-4230-a2b3-e8c460cf2ee4/survey/siblingsyour/brother/brotheryour_kid[1]/brotheryour_kid_questions[3]
